train,age,educ,black,hisp,married,earn96,unem96,earn98,unem98
1.00,21.00,9.00,1.00,0.00,0.00,0.00,1.00,11.36,0.00
1.00,40.00,11.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00
0.00,22.00,11.00,1.00,0.00,0.00,0.00,1.00,6.83,0.00
1.00,25.00,12.00,1.00,0.00,0.00,0.00,1.00,10.63,0.00
1.00,18.00,12.00,1.00,0.00,0.00,0.00,1.00,6.99,0.00
1.00,27.00,13.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00
1.00,27.00,8.00,1.00,0.00,0.00,0.00,1.00,3.60,0.00
1.00,38.00,11.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00
0.00,26.00,11.00,1.00,0.00,0.00,0.00,1.00,12.60,0.00
1.00,25.00,8.00,1.00,0.00,0.00,0.00,1.00,2.04,0.00
1.00,31.00,11.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00
0.00,17.00,10.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00
1.00,25.00,11.00,1.00,0.00,0.00,0.00,1.00,4.79,0.00
1.00,21.00,12.00,1.00,0.00,0.00,0.00,1.00,1.01,0.00
1.00,44.00,11.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00
0.00,18.00,9.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00
1.00,42.00,12.00,1.00,0.00,0.00,0.00,1.00,5.87,0.00
0.00,25.00,10.00,1.00,0.00,0.00,0.00,1.00,9.81,0.00
0.00,24.00,10.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00
0.00,26.00,10.00,1.00,0.00,0.00,0.00,1.00,5.88,0.00
1.00,25.00,11.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00
0.00,18.00,11.00,1.00,0.00,0.00,0.00,1.00,0.95,0.00
0.00,19.00,11.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00
0.00,43.00,9.00,1.00,0.00,0.00,0.00,1.00,1.97,0.00
0.00,27.00,13.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00
1.00,17.00,9.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00
1.00,30.00,11.00,1.00,0.00,0.00,0.00,1.00,23.44,0.00
0.00,26.00,10.00,1.00,0.00,1.00,0.00,1.00,19.80,0.00
1.00,20.00,9.00,1.00,0.00,0.00,0.00,1.00,1.95,0.00
1.00,20.00,12.00,1.00,0.00,0.00,0.33,0.00,4.91,0.00
0.00,18.00,11.00,1.00,0.00,0.00,0.43,0.00,2.21,0.00
0.00,27.00,12.00,1.00,0.00,1.00,0.67,0.00,0.08,0.00
0.00,27.00,12.00,1.00,0.00,0.00,0.72,0.00,4.25,0.00
1.00,20.00,12.00,1.00,0.00,0.00,0.76,0.00,29.03,0.00
0.00,19.00,10.00,1.00,0.00,0.00,0.77,0.00,6.44,0.00
0.00,23.00,12.00,1.00,0.00,0.00,1.00,0.00,10.47,0.00
0.00,29.00,14.00,1.00,0.00,0.00,1.36,0.00,2.34,0.00
1.00,18.00,10.00,1.00,0.00,0.00,1.60,0.00,9.93,0.00
1.00,19.00,9.00,1.00,0.00,0.00,1.60,0.00,16.26,0.00
1.00,27.00,9.00,1.00,0.00,1.00,1.87,0.00,2.91,0.00
1.00,22.00,12.00,1.00,0.00,0.00,1.87,0.00,24.53,0.00
1.00,23.00,10.00,1.00,0.00,1.00,1.87,0.00,8.95,0.00
1.00,20.00,11.00,1.00,0.00,0.00,2.44,0.00,19.39,0.00
1.00,17.00,9.00,1.00,0.00,0.00,2.51,0.00,0.63,0.00
0.00,28.00,11.00,1.00,0.00,0.00,2.57,0.00,11.14,0.00
1.00,26.00,11.00,1.00,0.00,1.00,2.79,0.00,10.35,0.00
0.00,20.00,11.00,1.00,0.00,0.00,2.97,0.00,13.41,0.00
1.00,24.00,11.00,1.00,0.00,1.00,3.33,0.00,8.94,0.00
1.00,31.00,9.00,1.00,0.00,0.00,3.40,0.00,5.05,0.00
1.00,18.00,10.00,1.00,0.00,0.00,3.57,0.00,0.00,1.00
1.00,29.00,12.00,1.00,0.00,0.00,3.63,0.00,20.80,0.00
1.00,24.00,9.00,1.00,0.00,0.00,4.58,0.00,13.72,0.00
1.00,25.00,12.00,1.00,0.00,0.00,4.82,0.00,10.26,0.00
0.00,24.00,10.00,1.00,0.00,0.00,4.84,0.00,5.33,0.00
1.00,46.00,8.00,1.00,0.00,0.00,5.19,0.00,7.72,0.00
1.00,19.00,11.00,1.00,0.00,0.00,5.23,0.00,19.35,0.00
1.00,19.00,8.00,1.00,0.00,0.00,5.31,0.00,0.00,1.00
1.00,27.00,11.00,1.00,0.00,0.00,5.33,0.00,9.03,0.00
1.00,26.00,11.00,1.00,0.00,1.00,5.51,0.00,9.66,0.00
1.00,20.00,10.00,1.00,0.00,0.00,5.55,0.00,5.88,0.00
1.00,28.00,10.00,1.00,0.00,0.00,5.67,0.00,9.99,0.00
0.00,24.00,12.00,1.00,0.00,0.00,5.69,0.00,11.95,0.00
1.00,19.00,8.00,1.00,0.00,0.00,5.87,0.00,0.00,1.00
1.00,23.00,12.00,1.00,0.00,0.00,6.08,0.00,3.78,0.00
1.00,42.00,9.00,1.00,0.00,1.00,6.12,0.00,8.31,0.00
1.00,25.00,13.00,1.00,0.00,0.00,6.18,0.00,8.56,0.00
0.00,18.00,9.00,1.00,0.00,0.00,6.57,0.00,6.04,0.00
1.00,21.00,12.00,1.00,0.00,0.00,6.66,0.00,5.15,0.00
1.00,27.00,10.00,1.00,0.00,0.00,7.10,0.00,10.72,0.00
1.00,21.00,8.00,1.00,0.00,0.00,7.39,0.00,5.29,0.00
1.00,22.00,9.00,1.00,0.00,0.00,7.67,0.00,15.48,0.00
1.00,31.00,4.00,1.00,0.00,0.00,8.05,0.00,0.00,1.00
1.00,24.00,10.00,1.00,0.00,1.00,8.16,0.00,16.74,0.00
1.00,29.00,10.00,1.00,0.00,0.00,8.80,0.00,22.21,0.00
1.00,29.00,12.00,1.00,0.00,0.00,9.76,0.00,11.78,0.00
1.00,31.00,9.00,1.00,0.00,0.00,11.04,0.00,12.44,0.00
0.00,22.00,10.00,1.00,0.00,1.00,11.18,0.00,5.42,0.00
1.00,21.00,9.00,1.00,0.00,0.00,11.50,0.00,16.24,0.00
1.00,17.00,10.00,1.00,0.00,0.00,11.59,0.00,7.49,0.00
0.00,26.00,12.00,1.00,0.00,1.00,11.59,0.00,18.53,0.00
1.00,19.00,10.00,1.00,0.00,0.00,12.11,0.00,8.57,0.00
0.00,28.00,11.00,1.00,0.00,0.00,13.74,0.00,13.82,0.00
0.00,33.00,11.00,1.00,0.00,0.00,15.74,0.00,4.62,0.00
0.00,35.00,9.00,1.00,0.00,1.00,27.66,0.00,6.00,0.00
1.00,22.00,9.00,0.00,1.00,0.00,0.00,1.00,8.94,0.00
0.00,33.00,12.00,0.00,0.00,1.00,0.00,1.00,12.09,0.00
0.00,41.00,14.00,0.00,0.00,0.00,0.00,1.00,3.28,0.00
0.00,38.00,9.00,0.00,0.00,0.00,0.00,1.00,2.53,0.00
0.00,27.00,10.00,0.00,1.00,0.00,0.00,1.00,14.13,0.00
1.00,19.00,9.00,0.00,0.00,0.00,0.00,1.00,7.05,0.00
1.00,18.00,8.00,0.00,1.00,1.00,0.00,1.00,11.21,0.00
0.00,22.00,11.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00
1.00,23.00,7.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00
1.00,25.00,11.00,0.00,0.00,0.00,0.00,1.00,4.40,0.00
0.00,38.00,12.00,0.00,0.00,0.00,0.00,1.00,6.81,0.00
1.00,23.00,8.00,0.00,1.00,0.00,0.00,1.00,7.72,0.00
0.00,21.00,12.00,0.00,0.00,0.00,0.00,1.00,0.66,0.00
1.00,25.00,12.00,0.00,0.00,0.00,0.00,1.00,9.36,0.00
1.00,31.00,9.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00
1.00,17.00,9.00,0.00,1.00,0.00,0.15,0.00,17.59,0.00
1.00,21.00,12.00,0.00,0.00,0.00,0.67,0.00,7.70,0.00
1.00,27.00,13.00,0.00,0.00,1.00,1.71,0.00,7.32,0.00
1.00,18.00,11.00,0.00,0.00,0.00,1.84,0.00,6.74,0.00
1.00,23.00,12.00,0.00,1.00,0.00,2.23,0.00,13.85,0.00
1.00,23.00,8.00,0.00,0.00,1.00,3.43,0.00,9.17,0.00
1.00,26.00,11.00,0.00,0.00,0.00,4.45,0.00,17.76,0.00
1.00,31.00,12.00,0.00,0.00,0.00,5.22,0.00,9.26,0.00
1.00,19.00,10.00,0.00,0.00,0.00,10.65,0.00,26.62,0.00
1.00,19.00,11.00,0.00,1.00,1.00,10.93,0.00,26.00,0.00
1.00,20.00,9.00,0.00,1.00,0.00,11.75,0.00,14.88,0.00
0.00,22.00,12.00,0.00,1.00,1.00,14.11,0.00,4.56,0.00
0.00,22.00,12.00,0.00,0.00,0.00,16.91,0.00,14.41,0.00
0.00,29.00,10.00,0.00,1.00,0.00,17.71,0.00,14.11,0.00
0.00,50.00,12.00,1.00,0.00,1.00,0.00,1.00,0.32,0.00
0.00,28.00,12.00,1.00,0.00,1.00,0.00,1.00,1.53,0.00
1.00,25.00,12.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00
0.00,50.00,12.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00
1.00,23.00,12.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00
0.00,34.00,14.00,1.00,0.00,1.00,0.00,1.00,9.40,0.00
1.00,36.00,12.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00
0.00,36.00,12.00,1.00,0.00,1.00,17.90,0.00,24.84,0.00
0.00,33.00,13.00,1.00,0.00,1.00,21.48,0.00,17.09,0.00
1.00,43.00,12.00,1.00,0.00,1.00,3.76,0.00,14.45,0.00
0.00,24.00,12.00,1.00,0.00,0.00,0.00,1.00,2.13,0.00
1.00,23.00,12.00,1.00,0.00,0.00,6.45,0.00,8.86,0.00
0.00,22.00,12.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00
0.00,20.00,12.00,1.00,0.00,0.00,25.06,0.00,17.50,0.00
1.00,21.00,12.00,1.00,0.00,0.00,10.92,0.00,11.34,0.00
1.00,22.00,12.00,1.00,0.00,1.00,4.94,0.00,13.60,0.00
1.00,20.00,12.00,1.00,0.00,0.00,8.95,0.00,5.62,0.00
1.00,28.00,12.00,1.00,0.00,0.00,5.73,0.00,16.07,0.00
0.00,24.00,12.00,1.00,0.00,0.00,9.31,0.00,4.02,0.00
0.00,22.00,12.00,1.00,0.00,0.00,34.27,0.00,9.51,0.00
0.00,20.00,12.00,1.00,0.00,0.00,17.90,0.00,1.89,0.00
1.00,27.00,12.00,1.00,0.00,1.00,3.99,0.00,7.47,0.00
0.00,23.00,12.00,1.00,0.00,1.00,5.73,0.00,12.74,0.00
0.00,23.00,12.00,1.00,0.00,1.00,23.27,0.00,6.11,0.00
1.00,19.00,12.00,1.00,0.00,0.00,16.11,0.00,15.07,0.00
1.00,21.00,12.00,1.00,0.00,1.00,6.09,0.00,6.28,0.00
0.00,24.00,12.00,1.00,0.00,1.00,17.90,0.00,8.86,0.00
0.00,31.00,12.00,1.00,0.00,1.00,22.13,0.00,22.08,0.00
1.00,22.00,12.00,1.00,0.00,0.00,20.74,0.00,0.00,1.00
0.00,20.00,13.00,1.00,0.00,0.00,25.06,0.00,14.58,0.00
0.00,23.00,12.00,1.00,0.00,0.00,25.06,0.00,22.65,0.00
1.00,22.00,12.00,1.00,0.00,0.00,8.95,0.00,12.19,0.00
0.00,21.00,12.00,1.00,0.00,0.00,22.92,0.00,15.06,0.00
0.00,27.00,12.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00
1.00,27.00,13.00,1.00,0.00,1.00,8.19,0.00,9.79,0.00
0.00,24.00,12.00,1.00,0.00,1.00,28.65,0.00,19.98,0.00
0.00,28.00,15.00,1.00,0.00,0.00,0.00,1.00,16.83,0.00
0.00,53.00,14.00,1.00,0.00,1.00,16.84,0.00,11.82,0.00
1.00,19.00,12.00,1.00,0.00,0.00,7.52,0.00,9.21,0.00
0.00,32.00,12.00,1.00,0.00,1.00,10.74,0.00,6.31,0.00
0.00,20.00,12.00,1.00,0.00,1.00,17.90,0.00,2.33,0.00
0.00,27.00,12.00,1.00,0.00,1.00,17.90,0.00,3.34,0.00
0.00,23.00,12.00,1.00,0.00,1.00,25.06,0.00,16.17,0.00
0.00,23.00,12.00,1.00,0.00,1.00,26.85,0.00,22.06,0.00
1.00,21.00,12.00,1.00,0.00,1.00,26.19,0.00,18.27,0.00
0.00,24.00,12.00,1.00,0.00,1.00,30.83,0.00,7.83,0.00
1.00,26.00,12.00,1.00,0.00,1.00,17.19,0.00,11.08,0.00
0.00,23.00,14.00,1.00,0.00,1.00,20.80,0.00,20.84,0.00
1.00,25.00,12.00,1.00,0.00,0.00,12.53,0.00,10.54,0.00
0.00,23.00,12.00,1.00,0.00,1.00,24.35,0.00,19.64,0.00
0.00,27.00,12.00,1.00,0.00,0.00,28.65,0.00,8.47,0.00
0.00,21.00,12.00,1.00,0.00,0.00,29.72,0.00,20.52,0.00
0.00,23.00,14.00,1.00,0.00,1.00,25.06,0.00,19.74,0.00
0.00,23.00,16.00,1.00,0.00,0.00,32.98,0.00,23.71,0.00
1.00,27.00,12.00,1.00,0.00,1.00,10.74,0.00,0.98,0.00
0.00,21.00,12.00,1.00,0.00,1.00,14.32,0.00,9.98,0.00
1.00,23.00,12.00,1.00,0.00,1.00,16.54,0.00,0.98,0.00
1.00,21.00,14.00,1.00,0.00,0.00,10.74,0.00,20.46,0.00
1.00,27.00,12.00,1.00,0.00,1.00,0.00,1.00,2.90,0.00
0.00,21.00,12.00,1.00,0.00,1.00,8.59,0.00,11.68,0.00
0.00,33.00,12.00,1.00,0.00,0.00,17.90,0.00,19.84,0.00
0.00,22.00,12.00,1.00,0.00,1.00,21.48,0.00,17.51,0.00
0.00,29.00,12.00,1.00,0.00,1.00,25.06,0.00,17.75,0.00
0.00,23.00,12.00,1.00,0.00,1.00,25.06,0.00,21.61,0.00
0.00,27.00,12.00,1.00,0.00,1.00,28.65,0.00,9.06,0.00
0.00,24.00,12.00,1.00,0.00,1.00,28.65,0.00,15.20,0.00
0.00,26.00,12.00,1.00,0.00,0.00,21.48,0.00,25.35,0.00
0.00,31.00,12.00,1.00,0.00,1.00,17.90,0.00,17.86,0.00
0.00,25.00,13.00,1.00,0.00,0.00,30.79,0.00,8.86,0.00
1.00,27.00,12.00,1.00,0.00,0.00,6.45,0.00,13.01,0.00
0.00,27.00,12.00,1.00,0.00,1.00,17.90,0.00,16.83,0.00
0.00,24.00,12.00,1.00,0.00,0.00,18.62,0.00,5.76,0.00
0.00,20.00,12.00,1.00,0.00,0.00,32.75,0.00,14.98,0.00
1.00,26.00,12.00,1.00,0.00,1.00,2.15,0.00,2.68,0.00
0.00,23.00,12.00,1.00,0.00,1.00,15.63,0.00,4.14,0.00
0.00,24.00,12.00,1.00,0.00,0.00,26.14,0.00,22.55,0.00
0.00,23.00,12.00,1.00,0.00,0.00,5.37,0.00,14.61,0.00
1.00,28.00,14.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00
0.00,29.00,12.00,1.00,0.00,1.00,19.69,0.00,17.00,0.00
0.00,24.00,13.00,1.00,0.00,1.00,21.48,0.00,16.86,0.00
0.00,21.00,12.00,1.00,0.00,1.00,28.65,0.00,19.87,0.00
0.00,25.00,12.00,1.00,0.00,1.00,28.65,0.00,8.92,0.00
0.00,22.00,13.00,1.00,0.00,1.00,30.44,0.00,27.78,0.00
0.00,27.00,15.00,1.00,0.00,0.00,33.49,0.00,13.46,0.00
0.00,26.00,12.00,1.00,0.00,1.00,28.30,0.00,26.06,0.00
0.00,25.00,13.00,1.00,0.00,1.00,27.65,0.00,17.03,0.00
0.00,30.00,12.00,1.00,0.00,1.00,21.48,0.00,24.53,0.00
1.00,37.00,17.00,1.00,0.00,1.00,2.61,0.00,12.36,0.00
0.00,23.00,12.00,1.00,0.00,0.00,28.65,0.00,1.41,0.00
0.00,27.00,12.00,1.00,0.00,1.00,24.71,0.00,18.03,0.00
0.00,22.00,12.00,1.00,0.00,1.00,26.85,0.00,23.23,0.00
1.00,22.00,12.00,1.00,0.00,1.00,0.00,1.00,0.87,0.00
0.00,25.00,12.00,1.00,0.00,1.00,16.47,0.00,5.27,0.00
0.00,33.00,12.00,1.00,0.00,0.00,22.20,0.00,0.00,1.00
0.00,55.00,16.00,1.00,0.00,1.00,23.99,0.00,3.01,0.00
0.00,47.00,12.00,1.00,0.00,1.00,24.87,0.00,8.40,0.00
0.00,20.00,12.00,1.00,0.00,1.00,25.06,0.00,11.85,0.00
1.00,26.00,12.00,1.00,0.00,1.00,25.06,0.00,17.08,0.00
0.00,21.00,12.00,1.00,0.00,0.00,26.68,0.00,24.84,0.00
0.00,24.00,12.00,1.00,0.00,1.00,32.23,0.00,30.14,0.00
0.00,29.00,12.00,1.00,0.00,1.00,30.79,0.00,16.24,0.00
1.00,24.00,12.00,1.00,0.00,1.00,23.63,0.00,14.15,0.00
0.00,22.00,14.00,1.00,0.00,1.00,25.06,0.00,20.80,0.00
0.00,27.00,12.00,1.00,0.00,1.00,26.85,0.00,20.76,0.00
0.00,28.00,12.00,1.00,0.00,1.00,29.72,0.00,10.48,0.00
0.00,22.00,12.00,1.00,0.00,1.00,29.36,0.00,10.05,0.00
0.00,42.00,12.00,1.00,0.00,1.00,22.37,0.00,13.33,0.00
0.00,22.00,13.00,1.00,0.00,1.00,28.64,0.00,24.79,0.00
1.00,26.00,12.00,1.00,0.00,1.00,17.90,0.00,18.48,0.00
0.00,25.00,12.00,1.00,0.00,1.00,7.48,0.00,16.34,0.00
0.00,28.00,15.00,1.00,0.00,1.00,18.91,0.00,17.64,0.00
0.00,21.00,13.00,1.00,0.00,1.00,25.06,0.00,4.28,0.00
0.00,54.00,16.00,1.00,0.00,1.00,28.65,0.00,12.52,0.00
0.00,21.00,12.00,1.00,0.00,1.00,19.69,0.00,9.13,0.00
1.00,23.00,12.00,1.00,0.00,1.00,20.98,0.00,28.64,0.00
0.00,43.00,12.00,1.00,0.00,1.00,21.48,0.00,7.65,0.00
0.00,27.00,14.00,1.00,0.00,1.00,0.00,1.00,6.51,0.00
1.00,21.00,12.00,1.00,0.00,0.00,1.43,0.00,6.31,0.00
0.00,25.00,12.00,1.00,0.00,1.00,10.74,0.00,5.09,0.00
1.00,31.00,12.00,1.00,0.00,1.00,3.01,0.00,13.45,0.00
1.00,54.00,3.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00
1.00,54.00,3.00,1.00,0.00,1.00,0.00,1.00,1.18,0.00
1.00,54.00,3.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00
0.00,54.00,3.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00
1.00,53.00,4.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00
0.00,51.00,4.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00
1.00,51.00,5.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00
1.00,46.00,6.00,1.00,0.00,1.00,0.00,1.00,5.67,0.00
1.00,41.00,6.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00
1.00,45.00,7.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00
1.00,55.00,8.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00
1.00,53.00,8.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00
0.00,45.00,9.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00
0.00,45.00,9.00,1.00,0.00,1.00,0.00,1.00,6.89,0.00
1.00,23.00,9.00,1.00,0.00,0.00,0.00,1.00,5.92,0.00
1.00,54.00,10.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00
1.00,54.00,10.00,1.00,0.00,1.00,0.00,1.00,6.65,0.00
0.00,25.00,11.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00
1.00,23.00,11.00,1.00,0.00,0.00,0.00,1.00,2.56,0.00
0.00,23.00,11.00,1.00,0.00,0.00,0.00,1.00,3.50,0.00
1.00,52.00,10.00,1.00,0.00,1.00,0.00,1.00,2.35,0.00
1.00,43.00,9.00,1.00,0.00,1.00,0.00,1.00,7.03,0.00
0.00,54.00,4.00,1.00,0.00,1.00,0.00,1.00,9.38,0.00
1.00,49.00,4.00,1.00,0.00,1.00,0.00,1.00,5.31,0.00
1.00,21.00,8.00,1.00,0.00,0.00,1.79,0.00,2.02,0.00
1.00,21.00,11.00,1.00,0.00,0.00,19.69,0.00,13.86,0.00
0.00,43.00,3.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00
1.00,52.00,6.00,1.00,0.00,1.00,2.49,0.00,14.99,0.00
0.00,52.00,7.00,1.00,0.00,0.00,10.03,0.00,0.00,1.00
0.00,29.00,11.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00
1.00,31.00,6.00,1.00,0.00,0.00,1.11,0.00,1.57,0.00
1.00,23.00,10.00,1.00,0.00,0.00,10.74,0.00,5.16,0.00
1.00,19.00,11.00,1.00,0.00,0.00,0.00,1.00,0.75,0.00
0.00,35.00,9.00,1.00,0.00,0.00,10.74,0.00,6.70,0.00
1.00,21.00,10.00,1.00,0.00,0.00,16.29,0.00,11.86,0.00
0.00,41.00,8.00,1.00,0.00,1.00,16.76,0.00,11.70,0.00
0.00,41.00,8.00,1.00,0.00,1.00,16.76,0.00,15.85,0.00
1.00,20.00,8.00,1.00,0.00,0.00,7.30,0.00,11.65,0.00
1.00,30.00,9.00,1.00,0.00,0.00,0.33,0.00,2.11,0.00
1.00,29.00,10.00,1.00,0.00,0.00,5.37,0.00,12.21,0.00
1.00,22.00,11.00,1.00,0.00,0.00,0.00,1.00,11.94,0.00
0.00,25.00,10.00,1.00,0.00,0.00,10.74,0.00,3.16,0.00
1.00,20.00,8.00,1.00,0.00,0.00,3.68,0.00,18.53,0.00
0.00,40.00,4.00,1.00,0.00,0.00,3.87,0.00,4.14,0.00
1.00,22.00,9.00,1.00,0.00,0.00,8.69,0.00,0.00,1.00
1.00,24.00,10.00,1.00,0.00,0.00,7.81,0.00,1.78,0.00
1.00,19.00,6.00,1.00,0.00,0.00,0.00,1.00,2.16,0.00
1.00,50.00,10.00,1.00,0.00,1.00,0.00,1.00,3.74,0.00
